window,start_year,end_year,role,area_code,area_name,nonmgr_occ_code,mgr_occ_code,nonmgr_emp_t,nonmgr_emp_t1,mgr_emp_t,mgr_emp_t1,nonmgr_wage_t,nonmgr_wage_t1,mgr_wage_t,mgr_wage_t1,dln_nonmgr_mgr_emp_ratio,dln_nonmgr_mgr_wage_ratio,weight
2016-2017,2016,2017,Pre-gAI,22020,"Fargo, ND-MN",15-1132+15-1133,11-3021,1230,1070,270,270,70387.0,70848.0,115810.0,130290.0,-0.1393555209105114,-0.1112836679538807,1500.0
2016-2017,2016,2017,Pre-gAI,22220,"Fayetteville-Springdale-Rogers, AR-MO",15-1132+15-1133,11-3021,1490,2870,570,550,87793.0,90018.0,141510.0,134450.0,0.6912539924162411,0.0762058827710858,2060.0
2016-2017,2016,2017,Pre-gAI,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-1132+15-1133,11-3021,5550,6160,1390,1670,89463.0,91237.0,140270.0,137280.0,-0.0792410294989779,0.041181885568886,6940.0
2016-2017,2016,2017,Pre-gAI,22900,"Fort Smith, AR-OK",15-1132+15-1133,11-3021,170,250,80,110,65878.0,80991.0,102850.0,106700.0,0.0672087496934501,0.1697839485577496,250.0
2016-2017,2016,2017,Pre-gAI,23060,"Fort Wayne, IN",15-1132+15-1133,11-3021,1170,1180,290,250,93340.0,95012.0,120950.0,125520.0,0.1569306947861819,-0.0193334124775634,1460.0
2016-2017,2016,2017,Pre-gAI,23104,"Fort Worth-Arlington, TX Metropolitan Division",15-1132+15-1133,11-3021,6810,5990,1170,1130,109961.0,109167.0,157620.0,171680.0,-0.0935145919486473,-0.0926921435910065,7980.0
2016-2017,2016,2017,Pre-gAI,23420,"Fresno, CA",15-1132+15-1133,11-3021,460,380,270,270,111936.0,98723.0,126170.0,133900.0,-0.1910552367627092,-0.1850723794793414,730.0
2016-2017,2016,2017,Pre-gAI,23540,"Gainesville, FL",15-1132+15-1133,11-3021,700,750,120,320,73792.0,76487.0,122520.0,104580.0,-0.9118363815247748,0.1941924203094365,820.0
2016-2017,2016,2017,Pre-gAI,23580,"Gainesville, GA",15-1132+15-1133,11-3021,160,140,60,80,89754.0,85805.0,125630.0,123910.0,-0.4212134650763035,-0.0312097313781874,220.0
2016-2017,2016,2017,Pre-gAI,23844,"Gary, IN Metropolitan Division",15-1132+15-1133,11-3021,310,300,180,280,65153.0,73610.0,104720.0,104650.0,-0.4746225751020302,0.1227112086870515,490.0
2016-2017,2016,2017,Pre-gAI,24340,"Grand Rapids-Wyoming, MI",15-1132+15-1133,11-3021,2350,2420,820,890,80631.0,77598.0,103540.0,109490.0,-0.0525649104553592,-0.0942167467020766,3170.0
2016-2017,2016,2017,Pre-gAI,24580,"Green Bay, WI",15-1132+15-1133,11-3021,790,1040,370,340,78356.0,75908.0,116410.0,116350.0,0.3595004347024142,-0.0312249121175727,1160.0
2016-2017,2016,2017,Pre-gAI,24660,"Greensboro-High Point, NC",15-1132+15-1133,11-3021,1450,1480,670,660,99433.0,100309.0,126930.0,133970.0,0.0355164087080812,-0.0452087696560144,2120.0
2016-2017,2016,2017,Pre-gAI,24860,"Greenville-Anderson-Mauldin, SC",15-1132+15-1133,11-3021,1390,1780,440,470,87421.0,85147.0,115660.0,117570.0,0.1813516493695959,-0.0427354020048822,1830.0
2016-2017,2016,2017,Pre-gAI,25060,"Gulfport-Biloxi-Pascagoula, MS",15-1132+15-1133,11-3021,280,290,160,140,84861.0,81969.0,97620.0,103410.0,0.1686227124357929,-0.0922927755523322,440.0
2016-2017,2016,2017,Pre-gAI,25180,"Hagerstown-Martinsburg, MD-WV",15-1132+15-1133,11-3021,390,430,240,170,95850.0,96357.0,127780.0,129610.0,0.4424789558556456,-0.0089443317410303,630.0
2016-2017,2016,2017,Pre-gAI,25420,"Harrisburg-Carlisle, PA",15-1132+15-1133,11-3021,2710,2900,1030,1030,81615.0,83466.0,121360.0,124550.0,0.0677621021008187,-0.0035196119684224,3740.0
2016-2017,2016,2017,Pre-gAI,26420,"Houston-The Woodlands-Sugar Land, TX",15-1132+15-1133,11-3021,20170,19970,5790,5520,108270.0,111058.0,157400.0,163130.0,0.0377892267575034,-0.0103326129202158,25960.0
2016-2017,2016,2017,Pre-gAI,26620,"Huntsville, AL",15-1132+15-1133,11-3021,4970,4960,810,850,105391.0,105071.0,141320.0,142100.0,-0.0502162011895789,-0.0085451439592766,5780.0
2016-2017,2016,2017,Pre-gAI,26820,"Idaho Falls, ID",15-1132+15-1133,11-3021,210,550,60,60,92137.0,96209.0,101490.0,108510.0,0.962810747509048,-0.0236357546107678,270.0
2016-2017,2016,2017,Pre-gAI,26900,"Indianapolis-Carmel-Anderson, IN",15-1132+15-1133,11-3021,7660,7650,2530,2590,81180.0,86676.0,114800.0,126890.0,-0.0247449088860729,-0.0346209680773988,10190.0
2016-2017,2016,2017,Pre-gAI,27060,"Ithaca, NY",15-1132+15-1133,11-3021,380,500,120,120,99242.0,95405.0,121880.0,121080.0,0.2744368457017604,-0.0328448538382793,500.0
2016-2017,2016,2017,Pre-gAI,27140,"Jackson, MS",15-1132+15-1133,11-3021,570,660,510,490,94270.0,97585.0,90790.0,95510.0,0.1866088088055744,-0.0161210189878744,1080.0
2016-2017,2016,2017,Pre-gAI,27260,"Jacksonville, FL",15-1132+15-1133,11-3021,4520,4530,1030,1470,95907.0,95425.0,123690.0,125430.0,-0.3534936528982976,-0.0190077719446564,5550.0
2016-2017,2016,2017,Pre-gAI,27900,"Joplin, MO",15-1132+15-1133,11-3021,130,220,40,40,88060.0,73565.0,107870.0,111800.0,0.5260930958967791,-0.2156337935113586,170.0
2016-2017,2016,2017,Pre-gAI,28020,"Kalamazoo-Portage, MI",15-1132+15-1133,11-3021,400,510,190,180,77876.0,83496.0,100020.0,109730.0,0.2970133998806653,-0.0229717286108633,590.0
2016-2017,2016,2017,Pre-gAI,28140,"Kansas City, MO-KS",15-1132+15-1133,11-3021,11560,11380,3730,3940,93053.0,92921.0,128370.0,128790.0,-0.0704659242001647,-0.0046860053170134,15290.0
2016-2017,2016,2017,Pre-gAI,28420,"Kennewick-Richland, WA",15-1132+15-1133,11-3021,370,350,130,160,96418.0,97325.0,142250.0,137290.0,-0.2632092159330554,0.0448535834156264,500.0
2016-2017,2016,2017,Pre-gAI,28940,"Knoxville, TN",15-1132+15-1133,11-3021,1610,1750,550,690,84591.0,86556.0,100350.0,108790.0,-0.1433917104257374,-0.057791617855492,2160.0
2016-2017,2016,2017,Pre-gAI,29100,"La Crosse-Onalaska, WI-MN",15-1132+15-1133,11-3021,200,230,70,90,74022.0,70587.0,101890.0,109200.0,-0.1115524859057475,-0.1168036180752445,270.0
2016-2017,2016,2017,Pre-gAI,29180,"Lafayette, LA",15-1132+15-1133,11-3021,320,240,150,180,62181.0,63685.0,82780.0,97790.0,-0.4700036292457356,-0.1427362668047519,470.0
2016-2017,2016,2017,Pre-gAI,29200,"Lafayette-West Lafayette, IN",15-1132+15-1133,11-3021,260,380,190,220,82972.0,70741.0,103940.0,99600.0,0.2328861475130284,-0.1168262365430592,450.0
2016-2017,2016,2017,Pre-gAI,29460,"Lakeland-Winter Haven, FL",15-1132+15-1133,11-3021,290,330,240,280,97970.0,95865.0,120360.0,118040.0,-0.0249389483472519,-0.0022566558990903,530.0
2016-2017,2016,2017,Pre-gAI,29540,"Lancaster, PA",15-1132+15-1133,11-3021,540,500,310,290,85741.0,89896.0,109760.0,110780.0,-0.0102696666374561,0.0380722337086853,850.0
2016-2017,2016,2017,Pre-gAI,29620,"Lansing-East Lansing, MI",15-1132+15-1133,11-3021,2430,2850,570,620,78445.0,78718.0,105170.0,102560.0,0.0753446197175605,0.0286041989918407,3000.0
2016-2017,2016,2017,Pre-gAI,29740,"Las Cruces, NM",15-1132+15-1133,11-3021,450,480,100,90,97004.0,87990.0,92340.0,89280.0,0.1698990367953974,-0.063829124663247,550.0
2016-2017,2016,2017,Pre-gAI,29820,"Las Vegas-Henderson-Paradise, NV",15-1132+15-1133,11-3021,2340,3330,960,1230,103104.0,102121.0,126230.0,138690.0,0.1049852107181612,-0.1037153897315481,3300.0
2016-2017,2016,2017,Pre-gAI,30460,"Lexington-Fayette, KY",15-1132+15-1133,11-3021,1420,1320,370,390,79319.0,81185.0,112030.0,119520.0,-0.1256688685003119,-0.0414642241860544,1790.0
2016-2017,2016,2017,Pre-gAI,30700,"Lincoln, NE",15-1132+15-1133,11-3021,1650,1550,370,400,72495.0,78766.0,112230.0,117720.0,-0.1404818984510459,0.035205251369488,2020.0
2016-2017,2016,2017,Pre-gAI,30780,"Little Rock-North Little Rock-Conway, AR",15-1132+15-1133,11-3021,1290,1570,1130,1040,76866.0,81021.0,105750.0,108210.0,0.2794303205576038,0.0296487685703022,2420.0
2016-2017,2016,2017,Pre-gAI,30860,"Logan, UT-ID",15-1132+15-1133,11-3021,480,500,50,70,76941.0,80925.0,105940.0,105030.0,-0.2956502421009577,0.0591107779136886,530.0
2016-2017,2016,2017,Pre-gAI,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-1132+15-1133,11-3021,29760,31580,8910,10340,111880.0,116137.0,156740.0,163070.0,-0.0894868287349602,-0.0022475144656945,38670.0
2016-2017,2016,2017,Pre-gAI,31140,"Louisville/Jefferson County, KY-IN",15-1132+15-1133,11-3021,3660,3940,1170,1260,84046.0,82582.0,123330.0,130650.0,-0.0003903962571543,-0.0752308312871845,4830.0
2016-2017,2016,2017,Pre-gAI,31180,"Lubbock, TX",15-1132+15-1133,11-3021,320,320,50,70,65061.0,68586.0,141880.0,141440.0,-0.3364722366212131,0.0558691719334045,370.0
2016-2017,2016,2017,Pre-gAI,31340,"Lynchburg, VA",15-1132+15-1133,11-3021,610,510,140,90,94975.0,104316.0,125710.0,130970.0,0.2627845208300538,0.0528204323966666,750.0
2016-2017,2016,2017,Pre-gAI,31420,"Macon, GA",15-1132+15-1133,11-3021,160,170,100,120,81926.0,,108140.0,115130.0,-0.1216969349775198,,260.0
2016-2017,2016,2017,Pre-gAI,32820,"Memphis, TN-MS-AR",15-1132+15-1133,11-3021,1310,1530,910,990,80925.0,84291.0,120740.0,122280.0,0.0709802545735441,0.0280782742758901,2220.0
2016-2017,2016,2017,Pre-gAI,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-1132+15-1133,11-3021,4720,4110,1370,1690,82388.0,90258.0,134450.0,125480.0,-0.3483035601842692,0.1602784400939069,6090.0
2016-2017,2016,2017,Pre-gAI,33340,"Milwaukee-Waukesha-West Allis, WI",15-1132+15-1133,11-3021,6340,6450,2590,2640,86712.0,90455.0,124270.0,125270.0,-0.0019196790882317,0.0342454169215783,8930.0
2016-2017,2016,2017,Pre-gAI,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-1132+15-1133,11-3021,20060,21560,8530,8000,99707.0,100628.0,142000.0,146450.0,0.1362597833307586,-0.0216623518486137,28590.0
2016-2017,2016,2017,Pre-gAI,33540,"Missoula, MT",15-1132+15-1133,11-3021,250,220,70,60,64368.0,60805.0,111240.0,103810.0,0.0263173083173733,0.0121831313861405,320.0
2016-2017,2016,2017,Pre-gAI,33660,"Mobile, AL",15-1132+15-1133,11-3021,460,600,280,240,76410.0,69957.0,100510.0,116700.0,0.4198538455602641,-0.2375821243310352,740.0
2016-2017,2016,2017,Pre-gAI,33700,"Modesto, CA",15-1132+15-1133,11-3021,200,190,130,120,96008.0,89117.0,130430.0,125940.0,0.0287494132859857,-0.0394503268727234,330.0
2016-2017,2016,2017,Pre-gAI,33860,"Montgomery, AL",15-1132+15-1133,11-3021,430,520,300,300,88758.0,90041.0,101310.0,110740.0,0.1900436028878649,-0.0746484313154971,730.0
2016-2017,2016,2017,Pre-gAI,33874,"Montgomery County-Bucks County-Chester County, PA Metropolitan Division",15-1132+15-1133,11-3021,13280,13690,3520,3640,104508.0,106964.0,163280.0,161730.0,-0.0031161967865739,0.032766946123547,16800.0
2016-2017,2016,2017,Pre-gAI,34060,"Morgantown, WV",15-1132+15-1133,11-3021,240,280,110,130,87853.0,93345.0,121960.0,123660.0,-0.0129034048359078,0.0467946015110694,350.0
2016-2017,2016,2017,Pre-gAI,34940,"Naples-Immokalee-Marco Island, FL",15-1132+15-1133,11-3021,350,340,80,90,84969.0,90314.0,144510.0,134250.0,-0.1467705725296358,0.1346509790000295,430.0
2016-2017,2016,2017,Pre-gAI,35004,"Nassau County-Suffolk County, NY Metropolitan Division",15-1132+15-1133,11-3021,5890,6070,2560,2500,101993.0,107857.0,161270.0,166910.0,0.0538191340252276,0.0215273262133017,8450.0
2016-2017,2016,2017,Pre-gAI,35084,"Newark, NJ-PA Metropolitan Division",15-1132+15-1133,11-3021,15130,14340,5340,5030,109353.0,114147.0,177500.0,186410.0,0.0061789762316654,-0.0060720301328699,20470.0
2016-2017,2016,2017,Pre-gAI,35380,"New Orleans-Metairie, LA",15-1132+15-1133,11-3021,1130,1060,610,570,75589.0,75943.0,105740.0,118730.0,0.0038738717384876,-0.1111964679282176,1740.0
2016-2017,2016,2017,Pre-gAI,35614,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division",15-1132+15-1133,11-3021,73940,73440,24120,24320,114542.0,118572.0,185340.0,199130.0,-0.0150428924352323,-0.0371870985734231,98060.0
2016-2017,2016,2017,Pre-gAI,35660,"Niles-Benton Harbor, MI",15-1132+15-1133,11-3021,100,120,70,50,83125.0,86144.0,135890.0,138130.0,0.5187937934151675,0.0193252798267273,170.0
2016-2017,2016,2017,Pre-gAI,35840,"North Port-Sarasota-Bradenton, FL",15-1132+15-1133,11-3021,980,890,250,240,83109.0,97057.0,138170.0,122030.0,-0.0555091144181768,0.2793633304618314,1230.0
2016-2017,2016,2017,Pre-gAI,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",15-1132+15-1133,11-3021,15510,14700,3750,4130,130253.0,126782.0,164960.0,170050.0,-0.1501590503943789,-0.0573991280918625,19260.0
2016-2017,2016,2017,Pre-gAI,36260,"Ogden-Clearfield, UT",15-1132+15-1133,11-3021,1070,1360,380,620,93727.0,97163.0,119160.0,122070.0,-0.2497221740445601,0.0118761563066973,1450.0
2016-2017,2016,2017,Pre-gAI,36420,"Oklahoma City, OK",15-1132+15-1133,11-3021,4070,4150,1680,1750,83201.0,84197.0,103220.0,107990.0,-0.0213566597321516,-0.0332760733499338,5750.0
2016-2017,2016,2017,Pre-gAI,36540,"Omaha-Council Bluffs, NE-IA",15-1132+15-1133,11-3021,4500,4840,1310,1360,90180.0,91133.0,122920.0,123480.0,0.0353797614173657,0.0059668426059605,5810.0
2016-2017,2016,2017,Pre-gAI,36740,"Orlando-Kissimmee-Sanford, FL",15-1132+15-1133,11-3021,8410,9530,2060,2640,97638.0,96439.0,141100.0,131790.0,-0.1230496906754809,0.0559030344142134,10470.0
2016-2017,2016,2017,Pre-gAI,36780,"Oshkosh-Neenah, WI",15-1132+15-1133,11-3021,350,390,220,230,85088.0,84275.0,110280.0,116310.0,0.0637618220693988,-0.0628372081358364,570.0
2016-2017,2016,2017,Pre-gAI,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-1132+15-1133,11-3021,1660,1600,600,470,109751.0,110208.0,136830.0,152810.0,0.2073829873893259,-0.1063007143913185,2260.0
2016-2017,2016,2017,Pre-gAI,37340,"Palm Bay-Melbourne-Titusville, FL",15-1132+15-1133,11-3021,4040,4240,560,550,103748.0,105789.0,135610.0,140880.0,0.0663370827734858,-0.0186436826399486,4600.0
2016-2017,2016,2017,Pre-gAI,37460,"Panama City, FL",15-1132+15-1133,11-3021,140,230,40,40,78330.0,83839.0,106640.0,117240.0,0.496436886313891,-0.0267968183307027,180.0
2016-2017,2016,2017,Pre-gAI,37860,"Pensacola-Ferry Pass-Brent, FL",15-1132+15-1133,11-3021,490,480,110,150,82855.0,84768.0,119580.0,106350.0,-0.3307742155065751,0.1400760828144142,600.0
2016-2017,2016,2017,Pre-gAI,37900,"Peoria, IL",15-1132+15-1133,11-3021,580,530,270,270,88554.0,98567.0,142620.0,150510.0,-0.0901510969942975,0.0532782079986802,850.0
2016-2017,2016,2017,Pre-gAI,37964,"Philadelphia, PA Metropolitan Division",15-1132+15-1133,11-3021,4960,4760,2010,2090,102314.0,104440.0,157750.0,160470.0,-0.0801874163992427,0.0034707200519191,6970.0
2016-2017,2016,2017,Pre-gAI,38060,"Phoenix-Mesa-Scottsdale, AZ",15-1132+15-1133,11-3021,20450,21100,5570,5890,95298.0,99822.0,141870.0,138280.0,-0.0245707857310926,0.0720103060950582,26020.0
2016-2017,2016,2017,Pre-gAI,38300,"Pittsburgh, PA",15-1132+15-1133,11-3021,9480,10420,2870,3130,86875.0,88255.0,131290.0,139030.0,0.0078217452777584,-0.0415210726881466,12350.0
2016-2017,2016,2017,Pre-gAI,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1132+15-1133,11-3021,15000,15810,4160,4550,102577.0,107417.0,132420.0,138280.0,-0.0370197085705165,0.0028027947038959,19160.0
2016-2017,2016,2017,Pre-gAI,39340,"Provo-Orem, UT",15-1132+15-1133,11-3021,3010,4000,820,880,99207.0,97366.0,129810.0,142830.0,0.213736715145153,-0.1143147715551024,3830.0
2016-2017,2016,2017,Pre-gAI,39580,"Raleigh, NC",15-1132+15-1133,11-3021,10830,10680,3390,3200,100478.0,101458.0,136980.0,141170.0,0.0437318841058276,-0.0204237864471395,14220.0
2016-2017,2016,2017,Pre-gAI,39900,"Reno, NV",15-1132+15-1133,11-3021,750,790,280,330,93725.0,86652.0,113500.0,125480.0,-0.1123433123605651,-0.1788084117659509,1030.0
2016-2017,2016,2017,Pre-gAI,40060,"Richmond, VA",15-1132+15-1133,11-3021,6630,6520,1720,1550,98675.0,99476.0,145250.0,146830.0,0.0873389316349967,-0.0027342717521932,8350.0
2016-2017,2016,2017,Pre-gAI,40220,"Roanoke, VA",15-1132+15-1133,11-3021,510,480,150,160,93094.0,92695.0,139800.0,147740.0,-0.125163142954006,-0.059536343991197,660.0
2016-2017,2016,2017,Pre-gAI,40380,"Rochester, NY",15-1132+15-1133,11-3021,4620,4760,1270,1190,91479.0,89760.0,132250.0,140100.0,0.0949165564967429,-0.076632378573884,5890.0
2016-2017,2016,2017,Pre-gAI,40420,"Rockford, IL",15-1132+15-1133,11-3021,230,360,160,130,84460.0,88167.0,100740.0,115350.0,0.6556640873052049,-0.0924733504666218,390.0
2016-2017,2016,2017,Pre-gAI,40900,"Sacramento--Roseville--Arden-Arcade, CA",15-1132+15-1133,11-3021,10650,10200,2290,2440,100411.0,99884.0,133720.0,138200.0,-0.1066183936041708,-0.0382161001234983,12940.0
2016-2017,2016,2017,Pre-gAI,41060,"St. Cloud, MN",15-1132+15-1133,11-3021,390,400,160,160,85108.0,88711.0,108920.0,109890.0,0.0253178079842897,0.0325966592904951,550.0
2016-2017,2016,2017,Pre-gAI,41180,"St. Louis, MO-IL",15-1132+15-1133,11-3021,9120,10900,3240,3170,101085.0,102242.0,138680.0,139870.0,0.2001347270639067,0.0028365062125515,12360.0
2016-2017,2016,2017,Pre-gAI,41500,"Salinas, CA",15-1132+15-1133,11-3021,390,320,180,190,93901.0,98841.0,152770.0,154150.0,-0.2518929646001956,0.04227883069132,570.0
2016-2017,2016,2017,Pre-gAI,41540,"Salisbury, MD-DE",15-1132+15-1133,11-3021,150,160,100,90,106619.0,108942.0,135650.0,145020.0,0.1698990367953974,-0.0452397265691941,250.0
2016-2017,2016,2017,Pre-gAI,41620,"Salt Lake City, UT",15-1132+15-1133,11-3021,8560,8890,2810,3310,98387.0,102483.0,108170.0,111390.0,-0.1259368466711547,0.0114547564405172,11370.0
2016-2017,2016,2017,Pre-gAI,41700,"San Antonio-New Braunfels, TX",15-1132+15-1133,11-3021,6680,6740,1150,1260,109240.0,112297.0,156120.0,154990.0,-0.0824078412125667,0.0348641942270146,7830.0
2016-2017,2016,2017,Pre-gAI,41740,"San Diego-Carlsbad, CA",15-1132+15-1133,11-3021,18630,18350,4160,4650,110470.0,109882.0,162620.0,155020.0,-0.1264957554390109,0.0425251217781209,22790.0
2016-2017,2016,2017,Pre-gAI,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1132+15-1133,11-3021,38450,41320,8000,8760,126726.0,145012.0,195180.0,201100.0,-0.0187664149686793,0.1049091351216069,46450.0
2016-2017,2016,2017,Pre-gAI,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-1132+15-1133,11-3021,70160,72820,13690,11950,138576.0,135383.0,195260.0,204180.0,0.1731466556061977,-0.0679810668507387,83850.0
2016-2017,2016,2017,Pre-gAI,41980,"San Juan-Carolina-Caguas, PR",15-1132+15-1133,11-3021,740,830,1100,1230,62253.0,60885.0,81020.0,81750.0,0.0030715250124269,-0.0311896599985145,1840.0
2016-2017,2016,2017,Pre-gAI,42034,"San Rafael, CA Metropolitan Division",15-1132+15-1133,11-3021,1220,1150,350,390,120073.0,126175.0,159980.0,169920.0,-0.1673025010102392,-0.0107089895622368,1570.0
2016-2017,2016,2017,Pre-gAI,42100,"Santa Cruz-Watsonville, CA",15-1132+15-1133,11-3021,430,490,230,200,111800.0,110562.0,129110.0,132510.0,0.2703821247922228,-0.0371284712301374,660.0
2016-2017,2016,2017,Pre-gAI,42200,"Santa Maria-Santa Barbara, CA",15-1132+15-1133,11-3021,1880,2050,490,510,115102.0,114413.0,156460.0,161010.0,0.0465626816947598,-0.0346700715181872,2370.0
2016-2017,2016,2017,Pre-gAI,42220,"Santa Rosa, CA",15-1132+15-1133,11-3021,880,920,270,340,120917.0,119896.0,143240.0,159100.0,-0.1860718960409984,-0.1134910496827059,1150.0
2016-2017,2016,2017,Pre-gAI,42340,"Savannah, GA",15-1132+15-1133,11-3021,360,230,140,150,85521.0,89736.0,121050.0,122350.0,-0.5170175940139117,0.0374279600186957,500.0
2016-2017,2016,2017,Pre-gAI,42540,"Scranton--Wilkes-Barre--Hazleton, PA",15-1132+15-1133,11-3021,660,790,320,390,85936.0,84743.0,129390.0,124980.0,-0.018032632889324,0.0206976886429487,980.0
2016-2017,2016,2017,Pre-gAI,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1132+15-1133,11-3021,57670,61000,9860,10340,128898.0,130915.0,156060.0,162230.0,0.0086030560802509,-0.0232476690128241,67530.0
2016-2017,2016,2017,Pre-gAI,43420,"Sierra Vista-Douglas, AZ",15-1132+15-1133,11-3021,230,210,90,90,95903.0,97268.0,94740.0,98420.0,-0.0909717782057265,-0.0239749465825434,320.0
2016-2017,2016,2017,Pre-gAI,43524,"Silver Spring-Frederick-Rockville, MD Metropolitan Division",15-1132+15-1133,11-3021,8540,7500,2910,2990,120929.0,127983.0,152640.0,157270.0,-0.1569782934774075,0.0268119802802762,11450.0
2016-2017,2016,2017,Pre-gAI,43620,"Sioux Falls, SD",15-1132+15-1133,11-3021,990,1130,150,150,82711.0,83608.0,133450.0,135130.0,0.1322679685777507,-0.0017237969744501,1140.0
2016-2017,2016,2017,Pre-gAI,43780,"South Bend-Mishawaka, IN-MI",15-1132+15-1133,11-3021,240,340,200,210,80283.0,82639.0,96500.0,96450.0,0.2995165300987838,0.0294421006160347,440.0
2016-2017,2016,2017,Pre-gAI,43900,"Spartanburg, SC",15-1132+15-1133,11-3021,180,240,140,140,80090.0,86617.0,126180.0,133470.0,0.2876820724517808,0.0221778242740104,320.0
2016-2017,2016,2017,Pre-gAI,44060,"Spokane-Spokane Valley, WA",15-1132+15-1133,11-3021,970,1030,370,530,85658.0,87461.0,112100.0,118470.0,-0.2993559911816444,-0.0344380779650135,1340.0
2016-2017,2016,2017,Pre-gAI,44100,"Springfield, IL",15-1132+15-1133,11-3021,380,400,140,140,85449.0,86455.0,106250.0,115570.0,0.0512932943875504,-0.0723772585690468,520.0
2016-2017,2016,2017,Pre-gAI,44180,"Springfield, MO",15-1132+15-1133,11-3021,1070,1260,260,280,,67755.0,98880.0,103050.0,0.0893451003358499,,1330.0
2016-2017,2016,2017,Pre-gAI,44420,"Staunton-Waynesboro, VA",15-1132+15-1133,11-3021,220,140,40,50,80519.0,86470.0,131420.0,120140.0,-0.6751286750572671,0.1610449236002889,260.0
2016-2017,2016,2017,Pre-gAI,44700,"Stockton-Lodi, CA",15-1132+15-1133,11-3021,120,180,150,160,88413.0,98900.0,127410.0,125860.0,0.3409265869705932,0.12433027586813,270.0
2016-2017,2016,2017,Pre-gAI,45060,"Syracuse, NY",15-1132+15-1133,11-3021,1640,1600,480,480,96927.0,99437.0,138090.0,140160.0,-0.0246926125903714,0.0106871792551198,2120.0
2016-2017,2016,2017,Pre-gAI,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1132+15-1133,11-3021,780,860,310,340,100063.0,102566.0,116790.0,119430.0,0.0052651494329008,0.0023535307899959,1090.0
2016-2017,2016,2017,Pre-gAI,45300,"Tampa-St. Petersburg-Clearwater, FL",15-1132+15-1133,11-3021,10610,10870,2210,2670,89796.0,92644.0,145440.0,134240.0,-0.1648762083752702,0.1113581476095164,12820.0
2016-2017,2016,2017,Pre-gAI,45780,"Toledo, OH",15-1132+15-1133,11-3021,530,850,350,440,84493.0,78214.0,113250.0,119770.0,0.2435177705093472,-0.133195503630638,880.0
2016-2017,2016,2017,Pre-gAI,45820,"Topeka, KS",15-1132+15-1133,11-3021,770,640,230,220,78889.0,77723.0,106880.0,113200.0,-0.1404705759231782,-0.0723400332623928,1000.0
2016-2017,2016,2017,Pre-gAI,45940,"Trenton, NJ",15-1132+15-1133,11-3021,5520,5060,970,930,104668.0,105491.0,152650.0,162100.0,-0.044899891639503,-0.0522335043529421,6490.0
2016-2017,2016,2017,Pre-gAI,46060,"Tucson, AZ",15-1132+15-1133,11-3021,4260,4540,730,740,,98640.0,113150.0,122890.0,0.0500521997161989,,4990.0
2016-2017,2016,2017,Pre-gAI,46140,"Tulsa, OK",15-1132+15-1133,11-3021,1780,1610,830,970,88908.0,90191.0,113390.0,114880.0,-0.2562495560144071,0.0012726152811993,2610.0
2016-2017,2016,2017,Pre-gAI,46340,"Tyler, TX",15-1132+15-1133,11-3021,130,100,40,40,74343.0,76326.0,123050.0,122330.0,-0.262364264467491,0.0321925870004079,170.0
2016-2017,2016,2017,Pre-gAI,46520,"Urban Honolulu, HI",15-1132+15-1133,11-3021,1360,1610,570,670,87138.0,88377.0,115430.0,123420.0,0.0071081276919951,-0.0528102013246466,1930.0
2016-2017,2016,2017,Pre-gAI,46540,"Utica-Rome, NY",15-1132+15-1133,11-3021,490,790,110,140,94543.0,93757.0,111320.0,124140.0,0.2364654975395069,-0.1173494530596263,600.0
2016-2017,2016,2017,Pre-gAI,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1132+15-1133,11-3021,5510,4600,1280,1120,102701.0,101891.0,140570.0,147490.0,-0.0469769270452512,-0.0559730310693168,6790.0
2016-2017,2016,2017,Pre-gAI,47580,"Warner Robins, GA",15-1132+15-1133,11-3021,220,220,50,70,83132.0,96940.0,109830.0,117770.0,-0.3364722366212131,0.0838626704072007,270.0
2016-2017,2016,2017,Pre-gAI,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-1132+15-1133,11-3021,50260,51600,14710,14920,116683.0,119069.0,167490.0,172880.0,0.0121370802098022,-0.011431763217796,64970.0
2016-2017,2016,2017,Pre-gAI,47940,"Waterloo-Cedar Falls, IA",15-1132+15-1133,11-3021,230,260,110,120,80311.0,76330.0,106370.0,108320.0,0.0355909451027025,-0.0690067789623315,340.0
2016-2017,2016,2017,Pre-gAI,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",15-1132+15-1133,11-3021,2950,3140,760,1060,97123.0,94984.0,147710.0,139230.0,-0.2702881242573025,0.0368538900396044,3710.0
