window,start_year,end_year,role,area_code,area_name,nonmgr_occ_code,mgr_occ_code,nonmgr_emp_t,nonmgr_emp_t1,mgr_emp_t,mgr_emp_t1,nonmgr_wage_t,nonmgr_wage_t1,mgr_wage_t,mgr_wage_t1,dln_nonmgr_mgr_emp_ratio,dln_nonmgr_mgr_wage_ratio,weight
2016-2017,2016,2017,Pre-gAI,11020,"Altoona, PA",15-1131,11-3021,70,50,30,30,70030,72010,100140,94200,-0.3364722366212129,0.0890303019128304,100.0
2016-2017,2016,2017,Pre-gAI,11100,"Amarillo, TX",15-1131,11-3021,140,120,90,100,91530,95750,119950,126930,-0.2595111954850846,-0.0114869234503148,230.0
2016-2017,2016,2017,Pre-gAI,11180,"Ames, IA",15-1131,11-3021,90,40,120,120,60880,71850,112740,111960,-0.8109302162163289,0.1726185169777798,210.0
2016-2017,2016,2017,Pre-gAI,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",15-1131,11-3021,3880,3230,4920,5130,81970,89570,142830,155700,-0.2251501450790782,0.0023911488567491,8800.0
2016-2017,2016,2017,Pre-gAI,11260,"Anchorage, AK",15-1131,11-3021,330,350,220,220,95500,95640,122860,110000,0.0588405000229333,0.1120300250468045,550.0
2016-2017,2016,2017,Pre-gAI,11460,"Ann Arbor, MI",15-1131,11-3021,420,450,850,870,76720,73560,131020,135560,0.0457360093226842,-0.0761253942741827,1270.0
2016-2017,2016,2017,Pre-gAI,11540,"Appleton, WI",15-1131,11-3021,220,220,220,200,74200,76810,111100,117370,0.0953101798043249,-0.0203299516291924,440.0
2016-2017,2016,2017,Pre-gAI,11700,"Asheville, NC",15-1131,11-3021,180,190,100,140,87430,78440,109760,110310,-0.2824050153509371,-0.1135028918683692,280.0
2016-2017,2016,2017,Pre-gAI,12020,"Athens-Clarke County, GA",15-1131,11-3021,60,110,150,130,69320,79530,103780,111590,0.7492366472109888,0.0648426778636222,210.0
2016-2017,2016,2017,Pre-gAI,12060,"Atlanta-Sandy Springs-Roswell, GA",15-1131,11-3021,7480,5800,10620,11410,89330,87610,139820,142910,-0.3261260224942037,-0.0413014114453395,18100.0
2016-2017,2016,2017,Pre-gAI,12220,"Auburn-Opelika, AL",15-1131,11-3021,110,130,60,70,70830,64090,103010,104870,0.012903404835908,-0.1178897112001075,170.0
2016-2017,2016,2017,Pre-gAI,12260,"Augusta-Richmond County, GA-SC",15-1131,11-3021,100,120,230,190,74030,65610,110390,108050,0.3733767935566638,-0.0993168260208554,330.0
2016-2017,2016,2017,Pre-gAI,12420,"Austin-Round Rock, TX",15-1131,11-3021,2970,3490,3030,3080,86030,90190,154140,162810,0.1449728059355223,-0.0075001128492158,6000.0
2016-2017,2016,2017,Pre-gAI,12540,"Bakersfield, CA",15-1131,11-3021,160,140,260,280,79700,80510,121450,113210,-0.2076393647782445,0.0803699688738834,420.0
2016-2017,2016,2017,Pre-gAI,12580,"Baltimore-Columbia-Towson, MD",15-1131,11-3021,2850,2470,4380,4890,85100,84570,142690,147330,-0.2532444227390992,-0.0382479655619767,7230.0
2016-2017,2016,2017,Pre-gAI,12940,"Baton Rouge, LA",15-1131,11-3021,670,620,480,530,72290,66490,104340,104160,-0.1766491369901054,-0.0819076274638546,1150.0
2016-2017,2016,2017,Pre-gAI,13140,"Beaumont-Port Arthur, TX",15-1131,11-3021,50,100,110,110,63990,57550,119180,130350,0.6931471805599453,-0.195660871044155,160.0
2016-2017,2016,2017,Pre-gAI,13380,"Bellingham, WA",15-1131,11-3021,110,50,100,120,106860,110220,115990,113720,-0.9707789171582248,0.0507234956364497,210.0
2016-2017,2016,2017,Pre-gAI,13460,"Bend-Redmond, OR",15-1131,11-3021,60,90,130,150,63550,66360,114860,110790,0.2623642644674909,0.0793449455903496,190.0
2016-2017,2016,2017,Pre-gAI,13740,"Billings, MT",15-1131,11-3021,130,170,70,130,58060,65540,113720,114380,-0.3507752218115441,0.1153967329698135,200.0
2016-2017,2016,2017,Pre-gAI,13780,"Binghamton, NY",15-1131,11-3021,150,170,170,200,88720,90350,132690,143890,-0.0373557865437688,-0.0628278642308552,320.0
2016-2017,2016,2017,Pre-gAI,13820,"Birmingham-Hoover, AL",15-1131,11-3021,2150,2140,1250,1220,80280,81700,116220,122690,0.0196306794632331,-0.0366424242183121,3400.0
2016-2017,2016,2017,Pre-gAI,14010,"Bloomington, IL",15-1131,11-3021,60,80,140,170,68860,63830,113820,121990,0.0935260580108234,-0.14517297962808,200.0
2016-2017,2016,2017,Pre-gAI,14020,"Bloomington, IN",15-1131,11-3021,190,340,240,220,70800,61790,120810,106470,0.6689329224393508,-0.0097616534218283,430.0
2016-2017,2016,2017,Pre-gAI,14260,"Boise City, ID",15-1131,11-3021,460,390,710,850,69170,71620,112680,112710,-0.3450511298084496,0.034540916711978,1170.0
2016-2017,2016,2017,Pre-gAI,14740,"Bremerton-Silverdale, WA",15-1131,11-3021,70,40,90,80,77210,75620,112880,115290,-0.4418327522790392,-0.0419335695582413,160.0
2016-2017,2016,2017,Pre-gAI,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",15-1131,11-3021,1160,1090,1000,990,71010,73100,128870,138580,-0.0521919730237194,-0.0436359773372048,2160.0
2016-2017,2016,2017,Pre-gAI,15680,"California-Lexington Park, MD",15-1131,11-3021,110,130,260,280,93460,92260,136560,147990,0.0929461125094442,-0.093303484570177,370.0
2016-2017,2016,2017,Pre-gAI,15804,"Camden, NJ Metropolitan Division",15-1131,11-3021,870,650,870,1030,73290,82590,146100,147540,-0.4603417183339985,0.1096564271853645,1740.0
2016-2017,2016,2017,Pre-gAI,15940,"Canton-Massillon, OH",15-1131,11-3021,140,90,280,360,71090,66610,95660,102120,-0.6931471805599453,-0.1304403176374358,420.0
2016-2017,2016,2017,Pre-gAI,15980,"Cape Coral-Fort Myers, FL",15-1131,11-3021,190,130,160,210,72280,76540,122650,115700,-0.6514233371885454,0.1156001507783957,350.0
2016-2017,2016,2017,Pre-gAI,16300,"Cedar Rapids, IA",15-1131,11-3021,170,180,1110,1060,71780,74880,124970,129730,0.1032495210402157,0.0048992873646466,1280.0
2016-2017,2016,2017,Pre-gAI,16580,"Champaign-Urbana, IL",15-1131,11-3021,150,330,180,270,74510,75250,113160,112170,0.3829922522561058,0.0186697278395834,330.0
2016-2017,2016,2017,Pre-gAI,16620,"Charleston, WV",15-1131,11-3021,350,300,120,170,57190,57240,95630,96770,-0.5024573740954741,-0.0109765537703746,470.0
2016-2017,2016,2017,Pre-gAI,16700,"Charleston-North Charleston, SC",15-1131,11-3021,810,850,610,590,74550,73750,126850,129490,0.0815385220854695,-0.0313874180262762,1420.0
2016-2017,2016,2017,Pre-gAI,16740,"Charlotte-Concord-Gastonia, NC-SC",15-1131,11-3021,2730,2700,4800,5170,91740,94570,143110,144680,-0.0853066067930774,0.0194709700972822,7530.0
2016-2017,2016,2017,Pre-gAI,16820,"Charlottesville, VA",15-1131,11-3021,100,140,280,330,77370,93730,133490,137370,0.1721691853299365,0.1631677535275585,380.0
2016-2017,2016,2017,Pre-gAI,16860,"Chattanooga, TN-GA",15-1131,11-3021,590,710,370,360,79790,84960,111220,121200,0.2125414073237104,-0.0231494777023571,960.0
2016-2017,2016,2017,Pre-gAI,16940,"Cheyenne, WY",15-1131,11-3021,100,120,80,70,49440,58710,90100,92890,0.3158529494184771,0.1413544241415219,180.0
2016-2017,2016,2017,Pre-gAI,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",15-1131,11-3021,9850,8700,11410,11140,84490,92380,140050,142090,-0.1002005001486131,0.0748161628938396,21260.0
2016-2017,2016,2017,Pre-gAI,17020,"Chico, CA",15-1131,11-3021,70,60,50,40,73090,82780,110750,109700,0.0689928714869514,0.1340209694723463,120.0
2016-2017,2016,2017,Pre-gAI,17140,"Cincinnati, OH-KY-IN",15-1131,11-3021,860,750,3190,3290,66320,66340,128020,131190,-0.1677258306977247,-0.0241586296872148,4050.0
2016-2017,2016,2017,Pre-gAI,17300,"Clarksville, TN-KY",15-1131,11-3021,50,50,70,80,59340,71160,96490,97770,-0.1335313926245226,0.1684688424496712,120.0
2016-2017,2016,2017,Pre-gAI,17460,"Cleveland-Elyria, OH",15-1131,11-3021,1220,1310,2640,2930,71220,64900,129590,133770,-0.0330472274028561,-0.1246723409997591,3860.0
2016-2017,2016,2017,Pre-gAI,17780,"College Station-Bryan, TX",15-1131,11-3021,190,110,60,60,66230,70110,130730,121280,-0.5465437063680698,0.1319641104016955,250.0
2016-2017,2016,2017,Pre-gAI,17820,"Colorado Springs, CO",15-1131,11-3021,380,400,770,730,89610,99000,159070,161730,0.1046392750928432,0.0830690080170439,1150.0
2016-2017,2016,2017,Pre-gAI,17860,"Columbia, MO",15-1131,11-3021,390,440,160,170,63670,64390,100240,104080,0.06000336597218,-0.0263476760952788,550.0
2016-2017,2016,2017,Pre-gAI,17900,"Columbia, SC",15-1131,11-3021,1210,1270,1120,1090,78940,79170,112420,115230,0.075547529927801,-0.0217789045033529,2330.0
2016-2017,2016,2017,Pre-gAI,18140,"Columbus, OH",15-1131,11-3021,1730,1470,3720,4150,73910,75670,148050,147380,-0.2722436736765944,0.0280694131183818,5450.0
2016-2017,2016,2017,Pre-gAI,18700,"Corvallis, OR",15-1131,11-3021,80,60,80,80,65690,81720,120320,129330,-0.2876820724517809,0.1461396458194165,160.0
2016-2017,2016,2017,Pre-gAI,18880,"Crestview-Fort Walton Beach-Destin, FL",15-1131,11-3021,80,70,100,140,85570,82900,125980,116070,-0.4700036292457356,0.0502300145245374,180.0
2016-2017,2016,2017,Pre-gAI,19124,"Dallas-Plano-Irving, TX Metropolitan Division",15-1131,11-3021,7260,7370,7050,6510,90640,86410,156670,163250,0.0947260379682399,-0.0889332926175876,14310.0
2016-2017,2016,2017,Pre-gAI,19140,"Dalton, GA",15-1131,11-3021,60,90,70,100,74050,64700,120950,98230,0.048790164169432,0.0730862301623052,130.0
2016-2017,2016,2017,Pre-gAI,19340,"Davenport-Moline-Rock Island, IA-IL",15-1131,11-3021,610,840,300,380,88400,94830,116880,128050,0.0835541566057721,-0.0210591999510519,910.0
2016-2017,2016,2017,Pre-gAI,19380,"Dayton, OH",15-1131,11-3021,270,270,1120,950,73670,78700,132170,132770,0.1646219796945536,0.06151815959054,1390.0
2016-2017,2016,2017,Pre-gAI,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-1131,11-3021,90,70,150,180,62980,63280,121920,119660,-0.4336359850748607,0.0234628117629701,240.0
2016-2017,2016,2017,Pre-gAI,19740,"Denver-Aurora-Lakewood, CO",15-1131,11-3021,2000,2190,4290,4820,98390,96760,164730,165620,-0.0257328318541191,-0.0220937247825107,6290.0
2016-2017,2016,2017,Pre-gAI,19780,"Des Moines-West Des Moines, IA",15-1131,11-3021,410,500,1130,1330,69430,77860,128150,129170,0.0354896292144248,0.1066653779832836,1540.0
2016-2017,2016,2017,Pre-gAI,19804,"Detroit-Dearborn-Livonia, MI Metropolitan Division",15-1131,11-3021,570,370,1670,1630,75000,76950,136390,137300,-0.407889743580333,0.0190178629134361,2240.0
2016-2017,2016,2017,Pre-gAI,20020,"Dothan, AL",15-1131,11-3021,60,80,40,40,67780,67570,102820,105640,0.2876820724517809,-0.0301602694163948,100.0
2016-2017,2016,2017,Pre-gAI,20100,"Dover, DE",15-1131,11-3021,80,110,70,100,66040,66700,115750,123240,-0.0382212128201976,-0.0527566468924728,150.0
2016-2017,2016,2017,Pre-gAI,20220,"Dubuque, IA",15-1131,11-3021,50,50,80,120,62500,67230,101830,105280,-0.4054651081081643,0.0396343083451566,130.0
2016-2017,2016,2017,Pre-gAI,20260,"Duluth, MN-WI",15-1131,11-3021,110,70,120,130,65360,64080,96890,97610,-0.5320278314165937,-0.0271817805816045,230.0
2016-2017,2016,2017,Pre-gAI,20500,"Durham-Chapel Hill, NC",15-1131,11-3021,1240,1180,1340,1430,93340,92440,144020,147670,-0.1146017714483679,-0.0347168307804514,2580.0
2016-2017,2016,2017,Pre-gAI,20740,"Eau Claire, WI",15-1131,11-3021,80,50,140,140,69820,84760,95160,100700,-0.4700036292457353,0.1373171174334486,220.0
2016-2017,2016,2017,Pre-gAI,20994,"Elgin, IL Metropolitan Division",15-1131,11-3021,340,220,560,670,71600,73290,92800,116460,-0.6146589999136622,-0.20377212664566,900.0
2016-2017,2016,2017,Pre-gAI,21060,"Elizabethtown-Fort Knox, KY",15-1131,11-3021,40,30,60,60,73130,65260,98750,105300,-0.2876820724517808,-0.1780814034763836,100.0
2016-2017,2016,2017,Pre-gAI,21140,"Elkhart-Goshen, IN",15-1131,11-3021,200,250,80,60,69240,78320,99900,95240,0.5108256237659907,0.1709939319500923,280.0
2016-2017,2016,2017,Pre-gAI,21340,"El Paso, TX",15-1131,11-3021,300,380,160,140,64820,66280,117740,120030,0.3699201706887531,0.0030110869078228,460.0
2016-2017,2016,2017,Pre-gAI,21500,"Erie, PA",15-1131,11-3021,90,70,120,130,58400,63950,119720,121620,-0.3313571359544426,0.0750398914832048,210.0
2016-2017,2016,2017,Pre-gAI,21660,"Eugene, OR",15-1131,11-3021,190,180,280,320,66520,68170,87280,88570,-0.1875986138947983,0.0098300727532907,470.0
2016-2017,2016,2017,Pre-gAI,21780,"Evansville, IN-KY",15-1131,11-3021,100,110,250,190,60980,70740,125790,132510,0.369747025506085,0.096420977791462,350.0
2016-2017,2016,2017,Pre-gAI,21820,"Fairbanks, AK",15-1131,11-3021,80,80,30,40,78350,80800,105750,103820,-0.2876820724517809,0.0492101842523242,110.0
2016-2017,2016,2017,Pre-gAI,22020,"Fargo, ND-MN",15-1131,11-3021,370,420,270,270,61370,67420,115810,130290,0.1267517056391437,-0.0237912246136449,640.0
2016-2017,2016,2017,Pre-gAI,22180,"Fayetteville, NC",15-1131,11-3021,40,40,90,70,77640,70880,131430,127120,0.251314428280906,-0.0577515837385278,130.0
2016-2017,2016,2017,Pre-gAI,22380,"Flagstaff, AZ",15-1131,11-3021,60,50,80,60,69970,61810,100300,93730,0.1053605156578263,-0.0562540288771279,140.0
2016-2017,2016,2017,Pre-gAI,22500,"Florence, SC",15-1131,11-3021,50,120,90,80,72250,66760,115170,116940,0.9932517730102832,-0.0942799132656157,140.0
2016-2017,2016,2017,Pre-gAI,22540,"Fond du Lac, WI",15-1131,11-3021,40,40,50,50,66960,69560,109530,115400,0.0,-0.0141116064334816,90.0
2016-2017,2016,2017,Pre-gAI,22660,"Fort Collins, CO",15-1131,11-3021,140,190,230,260,104220,96570,135120,151160,0.1827793274588493,-0.1884115214839857,370.0
2016-2017,2016,2017,Pre-gAI,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-1131,11-3021,1460,1090,1390,1670,68850,71200,140270,137280,-0.4757786187652559,0.0551090942351941,2850.0
2016-2017,2016,2017,Pre-gAI,22900,"Fort Smith, AR-OK",15-1131,11-3021,110,100,80,110,69520,71310,102850,106700,-0.4137639109228594,-0.0113274531256658,190.0
2016-2017,2016,2017,Pre-gAI,23060,"Fort Wayne, IN",15-1131,11-3021,490,390,290,250,78690,81100,120950,125520,-0.0798386468627069,-0.0069209927942656,780.0
2016-2017,2016,2017,Pre-gAI,23104,"Fort Worth-Arlington, TX Metropolitan Division",15-1131,11-3021,1110,1000,1170,1130,80940,79650,157620,171680,-0.0695738992388271,-0.1015113090485466,2280.0
2016-2017,2016,2017,Pre-gAI,23420,"Fresno, CA",15-1131,11-3021,200,220,270,270,71850,76810,126170,133900,0.0953101798043248,0.0072911787280797,470.0
2016-2017,2016,2017,Pre-gAI,23540,"Gainesville, FL",15-1131,11-3021,190,140,120,320,59930,58010,122520,104580,-1.286210902562908,0.125760148212469,310.0
2016-2017,2016,2017,Pre-gAI,23844,"Gary, IN Metropolitan Division",15-1131,11-3021,170,130,180,280,81960,81770,104720,104650,-0.7100967388737185,-0.0016522224871773,350.0
2016-2017,2016,2017,Pre-gAI,24340,"Grand Rapids-Wyoming, MI",15-1131,11-3021,410,440,820,890,79080,77790,103540,109490,-0.0112995552539334,-0.0723223194953117,1230.0
2016-2017,2016,2017,Pre-gAI,24540,"Greeley, CO",15-1131,11-3021,70,60,60,70,72630,83180,119840,124540,-0.3083013596545167,0.0971594450212923,130.0
2016-2017,2016,2017,Pre-gAI,24580,"Green Bay, WI",15-1131,11-3021,260,260,370,340,73530,70250,116410,116350,0.0845573880280629,-0.0451176254824269,630.0
2016-2017,2016,2017,Pre-gAI,24660,"Greensboro-High Point, NC",15-1131,11-3021,340,310,670,660,75920,76560,126930,133970,-0.0773354427664746,-0.0455855480457821,1010.0
2016-2017,2016,2017,Pre-gAI,24780,"Greenville, NC",15-1131,11-3021,60,80,60,80,65020,73950,122830,126410,0.0,0.0999649673245863,120.0
2016-2017,2016,2017,Pre-gAI,24860,"Greenville-Anderson-Mauldin, SC",15-1131,11-3021,510,540,440,470,92860,92820,115660,117570,-0.0087995539518487,-0.0168098969283234,950.0
2016-2017,2016,2017,Pre-gAI,25060,"Gulfport-Biloxi-Pascagoula, MS",15-1131,11-3021,130,150,160,140,69170,65590,97620,103410,0.2766322362651959,-0.1107632760447314,290.0
2016-2017,2016,2017,Pre-gAI,25420,"Harrisburg-Carlisle, PA",15-1131,11-3021,1060,790,1030,1030,77780,76650,121360,124550,-0.2939912416450456,-0.0405806300776908,2090.0
2016-2017,2016,2017,Pre-gAI,25620,"Hattiesburg, MS",15-1131,11-3021,40,40,60,60,61230,68040,120240,118630,0.0,0.118938841809505,100.0
2016-2017,2016,2017,Pre-gAI,25860,"Hickory-Lenoir-Morganton, NC",15-1131,11-3021,50,60,150,110,83980,71140,113220,112940,0.4924764850977942,-0.1634527843719149,200.0
2016-2017,2016,2017,Pre-gAI,26380,"Houma-Thibodaux, LA",15-1131,11-3021,50,60,50,40,59430,64070,85760,97700,0.4054651081081644,-0.0551717754538842,100.0
2016-2017,2016,2017,Pre-gAI,26420,"Houston-The Woodlands-Sugar Land, TX",15-1131,11-3021,4980,4820,5790,5520,81150,87720,157400,163130,0.0150984683218473,0.0420935366241788,10770.0
2016-2017,2016,2017,Pre-gAI,26580,"Huntington-Ashland, WV-KY-OH",15-1131,11-3021,90,50,50,60,74040,76520,113490,125830,-0.7701082216960736,-0.0702704054240735,140.0
2016-2017,2016,2017,Pre-gAI,26620,"Huntsville, AL",15-1131,11-3021,2050,2730,810,850,100680,104380,141320,142100,0.2382597142286738,0.0305867033360416,2860.0
2016-2017,2016,2017,Pre-gAI,26820,"Idaho Falls, ID",15-1131,11-3021,60,60,60,60,68060,80740,101490,108510,0.0,0.1039623831806457,120.0
2016-2017,2016,2017,Pre-gAI,26900,"Indianapolis-Carmel-Anderson, IN",15-1131,11-3021,2240,2370,2530,2590,73160,78390,114800,126890,0.0329755163080737,-0.0310815408453912,4770.0
2016-2017,2016,2017,Pre-gAI,26980,"Iowa City, IA",15-1131,11-3021,120,110,180,200,66330,68640,117570,115030,-0.1923718926474559,0.0560741086139732,300.0
2016-2017,2016,2017,Pre-gAI,27060,"Ithaca, NY",15-1131,11-3021,280,280,120,120,78380,92660,121880,121080,0.0,0.1739535571810073,400.0
2016-2017,2016,2017,Pre-gAI,27140,"Jackson, MS",15-1131,11-3021,310,420,510,490,77820,78180,90790,95510,0.3436877484119213,-0.0460664138545791,820.0
2016-2017,2016,2017,Pre-gAI,27260,"Jacksonville, FL",15-1131,11-3021,700,1210,1030,1470,77100,86500,123690,125430,0.1915917049982815,0.1010717347188848,1730.0
2016-2017,2016,2017,Pre-gAI,27500,"Janesville-Beloit, WI",15-1131,11-3021,40,40,90,80,64950,76630,108440,104540,0.1177830356563834,0.2019981532113935,130.0
2016-2017,2016,2017,Pre-gAI,27620,"Jefferson City, MO",15-1131,11-3021,160,90,90,90,63660,61820,101510,104180,-0.5753641449035618,-0.0552923416706822,250.0
2016-2017,2016,2017,Pre-gAI,27740,"Johnson City, TN",15-1131,11-3021,110,100,110,90,65840,76900,113110,115780,0.1053605156578263,0.1319472780352151,220.0
2016-2017,2016,2017,Pre-gAI,27780,"Johnstown, PA",15-1131,11-3021,130,50,50,50,54820,45320,140510,114090,-0.9555114450274363,0.0179843952951367,180.0
2016-2017,2016,2017,Pre-gAI,27860,"Jonesboro, AR",15-1131,11-3021,50,50,70,50,69650,70860,83380,80710,0.3364722366212129,0.049769388327881,120.0
2016-2017,2016,2017,Pre-gAI,27900,"Joplin, MO",15-1131,11-3021,60,30,40,40,73040,70530,107870,111800,-0.6931471805599453,-0.0707538474002862,100.0
2016-2017,2016,2017,Pre-gAI,27980,"Kahului-Wailuku-Lahaina, HI",15-1131,11-3021,80,90,40,40,86790,89870,100200,97220,0.1177830356563834,0.0650645110475836,120.0
2016-2017,2016,2017,Pre-gAI,28020,"Kalamazoo-Portage, MI",15-1131,11-3021,60,40,190,180,76390,73980,100020,109730,-0.3513978868378886,-0.1247096481609105,250.0
2016-2017,2016,2017,Pre-gAI,28140,"Kansas City, MO-KS",15-1131,11-3021,2920,2820,3730,3940,77240,79490,128370,128790,-0.0896192209842863,0.0254473182169637,6650.0
2016-2017,2016,2017,Pre-gAI,28700,"Kingsport-Bristol-Bristol, TN-VA",15-1131,11-3021,90,70,130,130,63900,72260,118020,117500,-0.2513144282809061,0.127367132380814,220.0
2016-2017,2016,2017,Pre-gAI,28940,"Knoxville, TN",15-1131,11-3021,590,530,550,690,68510,72080,100350,108790,-0.3340188497183861,-0.0299584499053692,1140.0
2016-2017,2016,2017,Pre-gAI,29100,"La Crosse-Onalaska, WI-MN",15-1131,11-3021,150,270,70,90,51030,58740,101890,109200,0.336472236621213,0.0714199673699831,220.0
2016-2017,2016,2017,Pre-gAI,29180,"Lafayette, LA",15-1131,11-3021,120,140,150,180,72420,68650,82780,97790,-0.0281708769666963,-0.2200972081271125,270.0
2016-2017,2016,2017,Pre-gAI,29200,"Lafayette-West Lafayette, IN",15-1131,11-3021,160,90,190,220,68300,65290,103940,99600,-0.7219676190954372,-0.002419236388459,350.0
2016-2017,2016,2017,Pre-gAI,29340,"Lake Charles, LA",15-1131,11-3021,60,40,40,30,64040,64440,90190,93280,-0.1177830356563835,-0.0274604962443057,100.0
2016-2017,2016,2017,Pre-gAI,29460,"Lakeland-Winter Haven, FL",15-1131,11-3021,220,220,240,280,57350,55470,120360,118040,-0.1541506798272582,-0.0138668078211307,460.0
2016-2017,2016,2017,Pre-gAI,29540,"Lancaster, PA",15-1131,11-3021,330,190,310,290,63600,65760,109760,110780,-0.4853772078013675,0.0241481917744652,640.0
2016-2017,2016,2017,Pre-gAI,29620,"Lansing-East Lansing, MI",15-1131,11-3021,300,150,570,620,84060,74600,105170,102560,-0.7772302977704866,-0.0942602270076783,870.0
2016-2017,2016,2017,Pre-gAI,29820,"Las Vegas-Henderson-Paradise, NV",15-1131,11-3021,1460,1050,960,1230,78230,74640,126230,138690,-0.5774824354553942,-0.1411122360613745,2420.0
2016-2017,2016,2017,Pre-gAI,30460,"Lexington-Fayette, KY",15-1131,11-3021,160,140,370,390,73940,75070,112030,119520,-0.1861751261099447,-0.0495499707374499,530.0
2016-2017,2016,2017,Pre-gAI,30700,"Lincoln, NE",15-1131,11-3021,510,460,370,400,71460,72450,112230,117720,-0.1811457777049426,-0.0339997701656799,880.0
2016-2017,2016,2017,Pre-gAI,30780,"Little Rock-North Little Rock-Conway, AR",15-1131,11-3021,1310,1250,1130,1040,71530,72260,105750,108210,0.0361133336721174,-0.0128421820579681,2440.0
2016-2017,2016,2017,Pre-gAI,30860,"Logan, UT-ID",15-1131,11-3021,90,150,50,70,53280,56350,105940,105030,0.1743533871447776,0.0646480867353483,140.0
2016-2017,2016,2017,Pre-gAI,30980,"Longview, TX",15-1131,11-3021,40,30,40,30,76900,76350,119430,126280,0.0,-0.0629490828564123,80.0
2016-2017,2016,2017,Pre-gAI,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-1131,11-3021,7680,6740,8910,10340,89100,91470,156740,163070,-0.2794052498329302,-0.0133394596569578,16590.0
2016-2017,2016,2017,Pre-gAI,31140,"Louisville/Jefferson County, KY-IN",15-1131,11-3021,730,470,1170,1260,76810,75170,123330,130650,-0.5144198115920544,-0.0792409272099378,1900.0
2016-2017,2016,2017,Pre-gAI,31180,"Lubbock, TX",15-1131,11-3021,270,260,50,70,62400,63980,141880,141440,-0.3742125646040601,0.0281112901620778,320.0
2016-2017,2016,2017,Pre-gAI,31340,"Lynchburg, VA",15-1131,11-3021,110,60,140,90,73390,64420,125710,130970,-0.1643030512912763,-0.1713541650684906,250.0
2016-2017,2016,2017,Pre-gAI,31420,"Macon, GA",15-1131,11-3021,80,80,100,120,77690,80460,108140,115130,-0.1823215567939547,-0.0276016231724015,180.0
2016-2017,2016,2017,Pre-gAI,32580,"McAllen-Edinburg-Mission, TX",15-1131,11-3021,90,70,50,60,72500,75730,128120,131870,-0.4336359850748607,0.014738557186452,140.0
2016-2017,2016,2017,Pre-gAI,32780,"Medford, OR",15-1131,11-3021,70,70,90,100,63580,67570,90340,93970,-0.1053605156578263,0.0214698899129111,160.0
2016-2017,2016,2017,Pre-gAI,32820,"Memphis, TN-MS-AR",15-1131,11-3021,770,770,910,990,67230,72010,120740,122280,-0.0842603436177398,0.0560113981254764,1680.0
2016-2017,2016,2017,Pre-gAI,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-1131,11-3021,1810,1720,1370,1690,77170,82730,134450,125480,-0.2609203435473212,0.1386175121249761,3180.0
2016-2017,2016,2017,Pre-gAI,33260,"Midland, TX",15-1131,11-3021,40,40,110,130,72420,71310,154700,150750,-0.1670540846631663,0.0104189876744428,150.0
2016-2017,2016,2017,Pre-gAI,33340,"Milwaukee-Waukesha-West Allis, WI",15-1131,11-3021,1470,1430,2590,2640,78890,83040,124270,125270,-0.0467089979656074,0.0432531522723828,4060.0
2016-2017,2016,2017,Pre-gAI,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-1131,11-3021,5740,3750,8530,8000,88460,89770,142000,146450,-0.3615555505254037,-0.0161566443440654,14270.0
2016-2017,2016,2017,Pre-gAI,33660,"Mobile, AL",15-1131,11-3021,380,470,280,240,66480,71170,100510,116700,0.366712121810931,-0.0811790834918748,660.0
2016-2017,2016,2017,Pre-gAI,33700,"Modesto, CA",15-1131,11-3021,170,100,130,120,76610,69970,130430,125940,-0.450585543388634,-0.055629956449329,300.0
2016-2017,2016,2017,Pre-gAI,33740,"Monroe, LA",15-1131,11-3021,80,100,50,50,60920,64170,129710,136210,0.2231435513142096,0.0030776606287943,130.0
2016-2017,2016,2017,Pre-gAI,33860,"Montgomery, AL",15-1131,11-3021,930,900,300,300,73900,77740,101310,110740,-0.0327898228229908,-0.0383428908593141,1230.0
2016-2017,2016,2017,Pre-gAI,33874,"Montgomery County-Bucks County-Chester County, PA Metropolitan Division",15-1131,11-3021,4480,3680,3520,3640,89220,86910,163280,161730,-0.2302329862846978,-0.0166938888808477,8000.0
2016-2017,2016,2017,Pre-gAI,34060,"Morgantown, WV",15-1131,11-3021,60,70,110,130,85500,91680,121960,123660,-0.0129034048359079,0.0559451350133463,170.0
2016-2017,2016,2017,Pre-gAI,34900,"Napa, CA",15-1131,11-3021,50,40,50,60,94260,95930,137480,149790,-0.4054651081081644,-0.0681940238647229,100.0
2016-2017,2016,2017,Pre-gAI,34940,"Naples-Immokalee-Marco Island, FL",15-1131,11-3021,50,40,80,90,67810,63460,144510,134250,-0.3409265869705932,0.0073450853805637,130.0
2016-2017,2016,2017,Pre-gAI,35004,"Nassau County-Suffolk County, NY Metropolitan Division",15-1131,11-3021,2170,2270,2560,2500,85610,89240,161270,166910,0.0687691905582592,0.0071525048120356,4730.0
